Brand,Description,Price,Size,Volume,Classification,PurchasePrice,VendorNumber,VendorName
14147,Terredora Greco di Tufo,17.99,750mL,750,2,11.76,9552,M S WALKER INC             
14265,Vieux Clocher Vacqueyras 07,22.99,750mL,750,2,14.28,90047,CRUSH WINES                
14293,Ch La Mission Haut Brion 07,239.9,750mL,750,2,156.16,1590,DIAGEO CHATEAU ESTATE WINES
15084,Project Paso Lonely Oak Red,8.99,750mL,750,2,6.16,9552,M S WALKER INC             
15215,Migration Duckhorn Chard,29.99,750mL,750,2,20.26,4425,MARTIGNETTI COMPANIES
15414,Best Foot Forward Chard,8.99,750mL,750,2,6.2,2000,SOUTHERN WINE & SPIRITS NE 
15476,Vietti Barolo Castiglione,49.99,750mL,750,2,33.11,9552,M S WALKER INC             
15504,Mollydooker The Boxer Shiraz,25.99,750mL,750,2,17.56,90047,CRUSH WINES                
16586,Pali Charm Acres Sonom Chard,15.99,750mL,750,2,10.38,653,STATE WINE & SPIRITS   
17138,Steele Red Hills Cab Svgn,12.49,750mL,750,2,8.55,9552,M S WALKER INC             
17154,Castano Monastrell Rosado,10.99,750mL,750,2,4.36,9552,M S WALKER INC             
17159,Quattro Mani Montepulciano,13.99,750mL,750,2,9.39,10754,PERFECTA WINES             
17394,Ch La Mission 09 Blanc Pessc,829.99,750mL,750,2,519.47,10754,PERFECTA WINES             
17404,Ch Haut-Brion Blanc 09 Pessc,921.99,750mL,750,2,604.02,10754,PERFECTA WINES             
17408,Ch Haut-Brion Pessac 09 Brdx,921.99,750mL,750,2,608.1,10754,PERFECTA WINES             
17489,Ch St Pierre Rose,14.99,750mL,750,2,8.78,90047,CRUSH WINES                
17528,Dom Serene Roadblock Syrah,26.99,750mL,750,2,12.24,9165,ULTRA BEVERAGE COMPANY LLP 
17529,Dom Serene Evenstad Chard,49.99,750mL,750,2,28.75,9165,ULTRA BEVERAGE COMPANY LLP 
17856,Charles Joguet Chinon Rose,21.99,750mL,750,2,9.08,4425,MARTIGNETTI COMPANIES
18073,Debauchery Pnt Nr,13.99,750mL,750,2,3.94,9165,ULTRA BEVERAGE COMPANY LLP 
18232,Shatter Grenache VdP Catalan,19.99,750mL,750,2,11.03,8892,TRINCHERO FAMILY ESTATES   
18396,The Tractor Guy Pnt Nr,19.99,750mL,750,2,12.98,17037,Dunn Wine Brokers          
18573,Mulderbosch Faithful Hound,19.99,750mL,750,2,13.15,9552,M S WALKER INC             
19045,San Polo Mezzopane 06 Toscan,26.99,750mL,750,2,18.61,2000,SOUTHERN WINE & SPIRITS NE 
19077,Ornellaia Bolgheri 10,199.99,750mL,750,2,131.57,9165,ULTRA BEVERAGE COMPANY LLP 
19329,Ca Del Monte Amarone Red,48.99,750mL,750,2,29.52,10754,PERFECTA WINES             
19396,La Petite Maison Ventoux Bl,11.99,750mL,750,2,4.6,4425,MARTIGNETTI COMPANIES
19435,Jean Luc Colombo Ruchets 07,79.99,750mL,750,2,55.17,6785,PALM BAY INTERNATIONAL INC 
19796,San Zopito Montepulciano d'A,29.99,750mL,750,2,19.99,7749,R.P.IMPORTS INC            
19960,La Noble Chard Unoaked,13.99,750mL,750,2,9.2,10754,PERFECTA WINES             
20100,Champagne Le Miesnil Brut,32.99,750mL,750,2,15.03,9165,ULTRA BEVERAGE COMPANY LLP 
20178,Robert Sinskey Pnt Bl,24.99,375mL,375,2,16.33,10754,PERFECTA WINES             
20224,Tommaso Bussola Amarone Clsc,59.99,750mL,750,2,38.95,7749,R.P.IMPORTS INC            
20252,Round Pond Est Cab Rutherfrd,44.99,750mL,750,2,29.6,10754,PERFECTA WINES             
20382,Fabrizio Dionisio Rose Syrah,15.99,750mL,750,2,8.1,7255,PSP WINES 
20521,Croix de Beaucaillou St Juln,64.99,750mL,750,2,30.91,10754,PERFECTA WINES             
20629,Clos Amador Rose Tendre Cava,11.99,750mL,750,2,7.84,7153,PINE STATE TRADING CO      
20639,Antigal Uno Cab Mendza,14.99,750mL,750,2,9.73,9552,M S WALKER INC             
20670,Catena Zapata Nicasia Vyd,119.99,750mL,750,2,61.22,9552,M S WALKER INC             
20794,Kracher Auselese Cuvee,16.99,375mL,375,2,7.89,4425,MARTIGNETTI COMPANIES
21000,Bonpas Ch du Pape Rouge Rsv,42.99,750mL,750,2,27.62,10754,PERFECTA WINES             
21008,Cenyth Sonoma Red,49.99,750mL,750,2,33.55,9552,M S WALKER INC             
21283,J Pierre Chablis Le Forneaux,27.99,750mL,750,2,19.17,4425,MARTIGNETTI COMPANIES
21284,Elk Cove Pinot Bl,17.99,750mL,750,2,11.99,4425,MARTIGNETTI COMPANIES
21364,La Caplana Gavi di Gavi,14.99,750mL,750,2,10.34,10754,PERFECTA WINES             
21645,Foxen Chard Block UU,39.99,750mL,750,2,18.82,10754,PERFECTA WINES             
21730,Ch Les Ormes Saint-Julien,57.99,750mL,750,2,38.4,4425,MARTIGNETTI COMPANIES
21731,Ch Moulin de la Rose St-Juln,67.99,750mL,750,2,45.94,4425,MARTIGNETTI COMPANIES
21734,Gr Montmirail Muscat Venise,19.99,375mL,375,2,13.69,4425,MARTIGNETTI COMPANIES
21814,Hartford OV Znfdl RRV,31.99,750mL,750,2,21.19,9552,M S WALKER INC             
21841,Gerard Bertrand 13 Gris Blan,8.99,750mL,750,2,6.03,9552,M S WALKER INC             
22422,Stephanie-Aviron Bjls Vlg 12,13.99,750mL,750,2,9.58,9744,FREDERICK WILDMAN & SONS   
22596,Erath Leland Pnt Nr,36.99,750mL,750,2,25.51,8673,STE MICHELLE WINE ESTATES  
22782,La Roquete Chat du Pape Red,52.99,750mL,750,2,36.54,4425,MARTIGNETTI COMPANIES
22922,Patricius Tokaj Furmint,17.99,750mL,750,2,12.32,9165,ULTRA BEVERAGE COMPANY LLP 
23032,Zenato Cresasso,74.99,750mL,750,2,51.01,2000,SOUTHERN WINE & SPIRITS NE 
23069,Delamotte Bl de Bl Brut,24.99,375mL,375,2,16.66,1587,VINEYARD BRANDS INC        
23105,DeLille Cellars D2,41.99,750mL,750,2,28.18,4425,MARTIGNETTI COMPANIES
23114,Patz & Hall Pnt Nr Sonoma Cs,39.99,750mL,750,2,26.84,4425,MARTIGNETTI COMPANIES
23145,Ch de Chantegrive Graves Rou,28.99,750mL,750,2,19.2,10754,PERFECTA WINES             
23146,Ch Dupray St-Emilion,19.99,750mL,750,2,12.24,10754,PERFECTA WINES             
23151,Ch La Bouree Castillion Brdx,18.99,750mL,750,2,12.49,10754,PERFECTA WINES             
23262,Bruno Giacosa Extra Brut,42.99,750mL,750,2,27.74,9165,ULTRA BEVERAGE COMPANY LLP 
23508,Vino.e Falanghina Beneventno,12.99,750mL,750,2,8.9,7255,PSP WINES 
23527,Santa Maria Alla Pieve Valpo,79.99,750mL,750,2,51.61,9552,M S WALKER INC             
23871,Duckhorn Chard Napa Vly,34.99,750mL,750,2,23.97,4425,MARTIGNETTI COMPANIES
24012,Bertani Secco 11 Orig V Ed,24.99,750mL,750,2,17.12,6785,PALM BAY INTERNATIONAL INC 
24015,Mazzei Zisola Notto Rosso,18.99,750mL,750,2,12.33,6785,PALM BAY INTERNATIONAL INC 
24166,Enzo Boglietti Barolo Fosati,74.99,750mL,750,2,50.33,10754,PERFECTA WINES             
24167,Giacomo Borgogno & Figli Neb,35.99,750mL,750,2,24.32,10754,PERFECTA WINES             
24191,Mirafiore Dolcetto D'Alba,21.99,750mL,750,2,13.79,10754,PERFECTA WINES             
25796,Grgich Hills Znfdl,34.99,750mL,750,2,23.02,4425,MARTIGNETTI COMPANIES
26825,Pellegrino Marsala Dry,11.99,750mL,750,2,7.99,9744,FREDERICK WILDMAN & SONS   
27212,R Mondavi Cab Svgn Oakville,59.99,750mL,750,2,34.48,1392,CONSTELLATION BRANDS INC   
28954,Anthology Conn Crk Cab Napa,38.99,750mL,750,2,25.15,8673,STE MICHELLE WINE ESTATES  
31070,Treana Red Calif,24.99,750mL,750,2,12.98,4425,MARTIGNETTI COMPANIES
31120,Groth Chard Napa,29.99,750mL,750,2,20.26,4425,MARTIGNETTI COMPANIES
32823,Beaucanon Merlot Napa,26.99,750mL,750,2,18.36,653,STATE WINE & SPIRITS   
32900,Sandeman Tawny 40-Yr Port,99.99,750mL,750,2,58.82,17035,PERNOD RICARD USA          
33967,Prunotto Bric Touro Barbesco,43.99,750mL,750,2,27.99,8673,STE MICHELLE WINE ESTATES  
34525,Neyers Merlot Napa,31.99,750mL,750,2,16.54,4425,MARTIGNETTI COMPANIES
36894,Chambers Rosewood Muscat,16.49,375mL,375,2,7.89,4425,MARTIGNETTI COMPANIES
37100,Antinori Brnllo Mntlcno Pain,52.99,750mL,750,2,36.54,8673,STE MICHELLE WINE ESTATES  
37849,Darioush Cab Svgn,89.99,750mL,750,2,62.06,17033,SEA BREEZE CELLARS LLC     
38137,Lange RSV Willamette Pnt Nr,31.99,750mL,750,2,19.99,9165,ULTRA BEVERAGE COMPANY LLP 
38641,Opici Marsala Cal,13.99,1500mL,1500,2,9.26,9165,ULTRA BEVERAGE COMPANY LLP 
39013,JJ Prum Bernkasteler Bads 11,36.99,750mL,750,2,17.64,10754,PERFECTA WINES             
39107,Antinori Bolgheri Guado,92.99,750mL,750,2,61.18,8673,STE MICHELLE WINE ESTATES  
41408,Tikal Patriota Mendoza Red,21.99,750mL,750,2,14.56,653,STATE WINE & SPIRITS   
43097,Merriam Jones Vyd Cab Franc,35.99,750mL,750,2,23.68,10754,PERFECTA WINES             
43152,Ramey Chard Sonoma Coast,37.99,750mL,750,2,24.67,4425,MARTIGNETTI COMPANIES
43237,Acorn Alegria Vyds Cab Franc,29.99,750mL,750,2,18.06,10754,PERFECTA WINES             
43393,Red Diamond Shiraz Wash,11.99,750mL,750,2,5.91,8673,STE MICHELLE WINE ESTATES  
45837,R Stemmler Nugent Pnt Nr,35.99,750mL,750,2,23.99,17037,Dunn Wine Brokers          
45839,White Oak Chard RRV,22.99,750mL,750,2,15.33,17037,Dunn Wine Brokers          
46582,Grayson Cellars Pnt Nr Cntrl,15.99,750mL,750,2,6.84,10754,PERFECTA WINES             
61,Margaritaville Silver,13.99,750mL,750,1,10.6,8004,SAZERAC CO INC             
122,DeKuyper Mixed Berry Medley,10.99,750mL,750,1,7.96,12546,JIM BEAM BRANDS COMPANY    
140,DeKuyper Strawberry Pucker,10.99,750mL,750,1,7.85,12546,JIM BEAM BRANDS COMPANY    
222,Wray & Nephew Wh Overproof,19.99,750mL,750,1,15.99,11567,CAMPARI AMERICA            
248,Wild Shot Reposado Mezcal,49.99,750mL,750,1,39.36,8320,SHAW ROSS INT L IMP LTD    
271,Wild Shot Silver Mezcal,44.99,750mL,750,1,33.08,8320,SHAW ROSS INT L IMP LTD    
300,Don Q Gold Rum,18.99,1750mL,1750,1,14.5,98450,Serralles Usa LLC          
317,Triple Eight Vodka,31.99,750mL,750,1,24.23,4425,MARTIGNETTI COMPANIES
319,Peter Paul Bacigalupi Chard,34.99,750mL,750,1,25.17,10754,PERFECTA WINES             
330,Finlandia Raspberry Vodka,16.99,750mL,750,1,13.59,1128,BROWN-FORMAN CORP          
333,Hiram Walker Br Cr de Cacao,7.29,750mL,750,1,5.28,17035,PERNOD RICARD USA          
349,Fernet Branca Menta,27.99,750mL,750,1,21.05,9165,ULTRA BEVERAGE COMPANY LLP 
353,Fernet Branca Sambuca,25.99,750mL,750,1,19.84,9165,ULTRA BEVERAGE COMPANY LLP 
368,The Macallan 25 Yr Old,1299.99,750mL,750,1,1015.62,2561,EDRINGTON AMERICAS         
373,Fernet Branca Borgetti Cafe,19.99,750mL,750,1,15.03,9165,ULTRA BEVERAGE COMPANY LLP 
423,Hennessy Richard Cognac,4559.99,750mL,750,1,3352.93,8112,MOET HENNESSY USA INC      
489,Tequila Rose Game of Love,16.99,750mL,750,1,12.68,5992,MCCORMICK DISTILLING CO    
506,Robert Sinskey Pnt Gris,24.99,375mL,375,2,16.77,10754,PERFECTA WINES             
507,Kamchatka Vodka,10.99,1750mL,1750,1,8.14,12546,JIM BEAM BRANDS COMPANY    
510,Barton Vodka,9.99,1750mL,1750,1,7.14,660,SAZERAC NORTH AMERICA INC. 
545,Elderflower Rum,36.99,750mL,750,1,27.6,4425,MARTIGNETTI COMPANIES
551,Cruzan Aged Light Rum,10.99,750mL,750,1,8.59,12546,JIM BEAM BRANDS COMPANY    
609,Don Q Gold Rum,10.99,750mL,750,1,8.39,98450,Serralles Usa LLC          
610,Moillard Pnt Nr Bourgogne,20.99,750mL,750,2,14.48,10754,PERFECTA WINES             
614,J W Dant Bourbon,22.99,1750mL,1750,1,17.16,3924,HEAVEN HILL DISTILLERIES   
616,Kessler Blended Whiskey,12.99,1750mL,1750,1,9.77,12546,JIM BEAM BRANDS COMPANY    
657,DeKuyper Apricot Brandy,7.99,750mL,750,1,6.19,12546,JIM BEAM BRANDS COMPANY    
675,Mount Gay 1703 Old Cask Slct,99.99,750mL,750,1,78.73,7239,REMY COINTREAU USA INC     
688,Thatchers Organic Cucumber,9.99,750mL,750,1,7.51,9552,M S WALKER INC             
718,Hiram Walker Mango,10.49,1000mL,1000,1,8.07,17035,PERNOD RICARD USA          
731,Black & White Scotch,26.99,1750mL,1750,1,20.6,3960,DIAGEO NORTH AMERICA INC   
734,Old Grand Dad,17.99,750mL,750,1,13.63,12546,JIM BEAM BRANDS COMPANY    
787,Cherry Heering Liqueur,24.99,750mL,750,1,17.85,9165,ULTRA BEVERAGE COMPANY LLP 
843,Mount Gay Eclipse Silver Rum,22.99,750mL,750,1,17.55,7239,REMY COINTREAU USA INC     
935,Tanteo Tropical Tequila,39.99,750mL,750,1,30.07,9165,ULTRA BEVERAGE COMPANY LLP 
936,Tanteo Cocoa Tequila,39.99,750mL,750,1,31.49,9165,ULTRA BEVERAGE COMPANY LLP 
953,Briottet Creme de Framboise,29.99,750mL,750,1,23.43,9165,ULTRA BEVERAGE COMPANY LLP 
957,Hangar One Blueberry Vodka,27.99,750mL,750,1,21.37,7245,PROXIMO SPIRITS INC.       
996,Herradura Seleccion Suprema,299.99,750mL,750,1,222.21,1128,BROWN-FORMAN CORP          
1128,Smugglers Notch Gin,31.99,750mL,750,1,24.23,4425,MARTIGNETTI COMPANIES
1129,Smugglers Notch Rum,37.99,750mL,750,1,30.15,4425,MARTIGNETTI COMPANIES
1300,Ladyburn 41 Yr Old Scotch,1999.99,750mL,750,1,1550.38,3664,WILLIAM GRANT & SONS INC   
1474,George Dickel #12 Sour Mash,25.99,750mL,750,1,19.84,3960,DIAGEO NORTH AMERICA INC   
1598,Johnnie Walker Odyssey,949.99,750mL,750,1,736.43,3960,DIAGEO NORTH AMERICA INC   
1996,Del Maguey Vida Mezcal,29.99,750mL,750,2,20.4,8004,SAZERAC CO INC             
1998,Flor de Cana Extra Dry Rum,15.99,750mL,750,1,11.93,3664,WILLIAM GRANT & SONS INC   
2188,Wiggly Bridge White Whisky,49.99,750mL,750,1,37.59,4425,MARTIGNETTI COMPANIES
2195,Tangle Ridge Canadian Whisky,16.99,750mL,750,1,13.38,12546,JIM BEAM BRANDS COMPANY    
2234,Sugar Island Spiced Rum,21.99,750mL,750,1,14.95,8892,TRINCHERO FAMILY ESTATES   
2301,Glen Moray 25 Yr Portwood,239.99,750mL,750,1,186.04,7153,PINE STATE TRADING CO      
2308,Wild Turkey Honey VAP,16.99,750mL,750,1,12.68,11567,CAMPARI AMERICA            
2320,The Tweeddale 12 Yr Old,52.99,750mL,750,1,38.68,9165,ULTRA BEVERAGE COMPANY LLP 
2345,Prichard's Single Malt,49.99,750mL,750,1,26.71,9165,ULTRA BEVERAGE COMPANY LLP 
2384,Old Tahoe Straight Rye,39.99,750mL,750,1,31.24,9165,ULTRA BEVERAGE COMPANY LLP 
2386,2 Gingers Irish Whiskey,16.99,750mL,750,1,13.59,12546,JIM BEAM BRANDS COMPANY    
2399,Paddy Devil's Apple Irish Wh,15.99,750mL,750,1,12.69,17035,PERNOD RICARD USA          
2405,Old Tahoe Honey Rye,37.99,750mL,750,1,28.35,9165,ULTRA BEVERAGE COMPANY LLP 
2410,Tullamore Dew Phoenix,54.99,750mL,750,1,39.99,3664,WILLIAM GRANT & SONS INC   
2478,Ransom Old Tom Gin,35.99,750mL,750,1,26.08,4425,MARTIGNETTI COMPANIES
2535,Glenfiddich 21 Year Old,179.99,750mL,750,1,140.62,3664,WILLIAM GRANT & SONS INC   
2610,Glenmorangie Signet Sng Malt,189.99,750mL,750,1,138.68,8112,MOET HENNESSY USA INC      
2617,Yellow Spot Irish Whisky,99.99,750mL,750,1,72.99,17035,PERNOD RICARD USA          
2621,Silo Bourbon,68.99,750mL,750,1,51.49,9165,ULTRA BEVERAGE COMPANY LLP 
2634,Georgia Moon Peach Fruit Jar,14.99,750mL,750,1,11.19,3924,HEAVEN HILL DISTILLERIES   
2710,Bitch Vodka,21.99,750mL,750,1,15.93,4425,MARTIGNETTI COMPANIES
2743,Linkwood 15 Yr Old Sngl Malt,79.99,750mL,750,1,62.49,4425,MARTIGNETTI COMPANIES
2747,Speymalt Macallan 1993 20 Yr,159.99,750mL,750,1,123.07,4425,MARTIGNETTI COMPANIES
2750,Henry DuYore's Strgt Bourbon,42.99,750mL,750,1,33.33,4425,MARTIGNETTI COMPANIES
2820,Hirsch Kentucky Corn Whisky,18.99,750mL,750,1,13.56,9165,ULTRA BEVERAGE COMPANY LLP 
2849,Tullibardine 20 YO Highland,179.99,750mL,750,1,129.49,2000,SOUTHERN WINE & SPIRITS NE 
2858,Royal Thistle Scotch,16.99,750mL,750,1,13.38,7153,PINE STATE TRADING CO      
2873,Tullibardine 25 YO Highland,299.99,750mL,750,1,222.21,2000,SOUTHERN WINE & SPIRITS NE 
2877,Bushmills 16 Yr Old Irish W,65.99,750mL,750,1,49.25,7245,PROXIMO SPIRITS INC.       
2903,White Horse Scotch,27.99,1750mL,1750,1,20.58,3960,DIAGEO NORTH AMERICA INC   
2913,Spring 44 Gin,27.99,750mL,750,1,19.99,4425,MARTIGNETTI COMPANIES
2914,Dad's Hat Rye Whiskey,48.99,750mL,750,1,32.6,9552,M S WALKER INC             
2959,Spring 44 Old Tom Gin,38.99,750mL,750,1,29.54,4425,MARTIGNETTI COMPANIES
3009,Barr Hill Vodka,54.99,750mL,750,1,43.99,1273,CALEDONIA SPIRITS INC      
3088,Svedka Cherry Vodka,16.99,1750mL,1750,1,12.68,1392,CONSTELLATION BRANDS INC   
3105,Vincent Van Gogh PB&J Vodka,27.99,750mL,750,1,20.89,4425,MARTIGNETTI COMPANIES
3131,Pinnacle Key Lime Whipped,12.99,750mL,750,1,9.28,12546,JIM BEAM BRANDS COMPANY    
3203,Magellan Gin,25.99,750mL,750,1,19.4,6213,MHW LTD                    
3301,Triple Crown Blended Whiskey,15.99,750mL,750,1,12.11,5992,MCCORMICK DISTILLING CO    
3319,Imperia Russian Vodka,29.99,750mL,750,1,21.89,10050,Russian Standard Vodka     
3361,Pinnacle Double Espresso,12.99,750mL,750,1,9.84,12546,JIM BEAM BRANDS COMPANY    
3461,Corzo Silver Tequila,49.99,750mL,750,1,39.99,480,BACARDI USA INC            
3481,Citadelle Gin,24.99,750mL,750,1,16.29,9552,M S WALKER INC             
3543,Ketel One Citroen Vodka,24.99,750mL,750,1,19.37,3960,DIAGEO NORTH AMERICA INC   
3611,Grey Goose La Poire Vodka,14.99,375mL,375,1,5.5,480,BACARDI USA INC            
3712,Don Eduardo Silver Tequila,24.99,750mL,750,1,18.11,1128,BROWN-FORMAN CORP          
3717,Don Eduardo Reposado Tequila,27.99,750mL,750,1,22.04,1128,BROWN-FORMAN CORP          
3742,Spring 44 Vodka,27.99,750mL,750,1,21.7,4425,MARTIGNETTI COMPANIES
3750,Margaritaville Island Lime,14.49,750mL,750,1,11.59,8004,SAZERAC CO INC             
3752,Margaritaville Coconut,14.49,750mL,750,1,11.06,8004,SAZERAC CO INC             
3753,Margaritaville Tangerine Teq,14.49,750mL,750,1,11.15,8004,SAZERAC CO INC             
3777,Spring 44 Honey Vodka,27.99,750mL,750,1,21.7,4425,MARTIGNETTI COMPANIES
3955,Wyborowa Vodka,16.99,1750mL,1750,1,13.59,6213,MHW LTD                    
4043,Calico Jack Cherry Rum,16.99,1750mL,1750,1,12.14,12546,JIM BEAM BRANDS COMPANY    
4175,Wiggly Bridge White Rum,44.99,750mL,750,1,32.6,4425,MARTIGNETTI COMPANIES
4354,Casa Noble Anejo,59.99,750mL,750,1,44.44,1392,CONSTELLATION BRANDS INC   
4386,Casa Noble Reposado,49.99,750mL,750,1,34.34,1392,CONSTELLATION BRANDS INC   
4399,Screech Honey Rum,12.99,750mL,750,1,10.15,9552,M S WALKER INC             
4408,Screech Spiced Rum,12.99,750mL,750,1,10.23,9552,M S WALKER INC             
4415,Cruzan Banana Flavored Rum,10.99,750mL,750,1,8.72,12546,JIM BEAM BRANDS COMPANY    
4427,Rhum Barbancourt 3 Star,14.49,750mL,750,1,10.58,6213,MHW LTD                    
4902,Ron Virgin Bold Coconut Rum,10.99,750mL,750,1,8.65,9552,M S WALKER INC             
4948,Ron Virgin Black Spiced Rum,12.99,750mL,750,1,9.62,9552,M S WALKER INC             
5114,DeKuyper Red Headed Burst,10.49,750mL,750,1,7.83,12546,JIM BEAM BRANDS COMPANY    
5178,Meletti Limone,19.99,750mL,750,1,14.49,9165,ULTRA BEVERAGE COMPANY LLP 
5487,Fire Water Hot Cinnamon,13.99,750mL,750,1,10.36,8004,SAZERAC CO INC             
5571,Salvadors Margarita,12.99,1750mL,1750,1,10.15,8352,LUXCO INC                  
5811,Malibu Sunshine,10.99,750mL,750,1,7.85,17035,PERNOD RICARD USA          
6159,Lepanto Solera Gran Reserva,48.99,750mL,750,2,31.81,9165,ULTRA BEVERAGE COMPANY LLP 
6214,Taylor Red Port,13.99,3000mL,3000,2,9.08,1392,CONSTELLATION BRANDS INC   
6265,Gallo Fairbanks Sherry,4.99,750mL,750,2,3.39,3252,E & J GALLO WINERY         
6286,Avia Zinfany Slovenia,3.99,750mL,750,2,2.7,4901,LAUREATE IMPORTS CO        
6456,Sutter Home Clsc Svgn Bl,5.99,187mL 4 Pk,187,2,4.02,8892,TRINCHERO FAMILY ESTATES   
6520,LeCompte Calvados 5 Yr Old,55.99,750mL,750,1,39.99,7153,PINE STATE TRADING CO      
6532,LeCompte Calvados 12 Yr Old,69.99,750mL,750,1,51.09,7153,PINE STATE TRADING CO      
6545,LeCompte Calvados 18 Yr Old,129.99,750mL,750,1,94.88,7153,PINE STATE TRADING CO      
6559,LeCompte Calvados 25 Yr Old,189.99,750mL,750,1,143.93,7153,PINE STATE TRADING CO      
6600,Patron Roca Reposado Tequila,79.99,750mL,750,1,57.96,9165,ULTRA BEVERAGE COMPANY LLP 
6784,Hawk Crest Chard,10.99,750mL,750,2,7.53,8673,STE MICHELLE WINE ESTATES  
6935,Fetzer Eagle Peak Merlot Cal,10.99,750mL,750,2,7.23,9165,ULTRA BEVERAGE COMPANY LLP 
7951,Auchentoshan Three Wood,69.99,750mL,750,1,51.09,12546,JIM BEAM BRANDS COMPANY    
7974,Luxardo Sambuca Dei Cesari,24.99,750mL,750,1,19.37,9165,ULTRA BEVERAGE COMPANY LLP 
8035,Bols Peppermint Schnapps,9.49,750mL,750,1,7.19,6213,MHW LTD                    
8310,Boodles British,19.99,750mL,750,1,15.74,7245,PROXIMO SPIRITS INC.       
8676,Barterhouse Bourbon,74.99,750mL,750,1,53.95,3960,DIAGEO NORTH AMERICA INC   
8787,Torresella Pinot Grigio Ven,9.99,750mL,750,2,6.7,4425,MARTIGNETTI COMPANIES
8878,San Matias Gran Rsva Anejo,49.99,750mL,750,1,36.76,8004,SAZERAC CO INC             
8912,Orgullo Pueblo Viejo Anejo,44.99,750mL,750,1,33.33,8004,SAZERAC CO INC             
9101,Scorpion Reposado Mexcal,39.99,750mL,750,1,31.49,6830,PARK STREET IMPORTS LLC    
9102,Scorpion Anejo Mexcal,44.99,750mL,750,1,33.33,6830,PARK STREET IMPORTS LLC    
9103,Scorpion Silver,34.99,750mL,750,1,27.12,6830,PARK STREET IMPORTS LLC    
9126,Caffo Grappa Italiana,23.99,750mL,750,2,14.37,653,STATE WINE & SPIRITS   
9131,Caffo Dominique Brandy Rsva,24.99,750mL,750,1,17.68,653,STATE WINE & SPIRITS   
9144,Caffo Anisette di Calabria,19.99,750mL,750,1,13.33,653,STATE WINE & SPIRITS   
9908,Tito's Copper Mug 2 Pack,21.01,Unknown,Unknown,1,16.15,4425,MARTIGNETTI COMPANIES
10011,Long Lake Merlot Cal,4.99,750mL,750,2,3.3,9552,M S WALKER INC             
10124,Tormaresca Neprica Puglia,10.99,750mL,750,2,7.33,8673,STE MICHELLE WINE ESTATES  
10127,Creta Olympias Vin Crete Wh,11.99,750mL,750,2,8.1,10754,PERFECTA WINES             
10336,Poema Brut Cava Penedes,11.99,750mL,750,2,8.1,4692,KOBRAND CORPORATION        
10370,Bouvier Marsannay Rose,25.99,750mL,750,2,16.99,4425,MARTIGNETTI COMPANIES
10380,Santa Cristina Pnt Grigio,10.99,750mL,750,2,7.09,8673,STE MICHELLE WINE ESTATES  
10400,Rodney Strong Symmetry,56.99,750mL,750,2,36.05,4425,MARTIGNETTI COMPANIES
10618,14 Hands Rsl Wash,9.99,750mL,750,2,6.84,8673,STE MICHELLE WINE ESTATES  
10650,Gaia Notios Nemea Wh,15.99,750mL,750,2,10.59,10754,PERFECTA WINES             
10701,Yellow Tail Bubbles Rose,9.99,750mL,750,2,6.62,4425,MARTIGNETTI COMPANIES
10722,R M Woodbridge Chard,7.99,750mL,750,2,3.92,1392,CONSTELLATION BRANDS INC   
10762,Pacifico Sur Svgn Bl,7.29,750mL,750,2,4.05,90017,THE IMPORTED GRAPE LLC     
10863,Sea Smoke Southing Pnt Nr,64.99,750mL,750,2,43.33,90047,CRUSH WINES                
11022,Hogue Cab Svgn Columbia,9.99,750mL,750,2,6.16,1392,CONSTELLATION BRANDS INC   
11060,Craggy Range Te Kahu Rd,19.99,750mL,750,2,13.33,4692,KOBRAND CORPORATION        
11088,Gruet Blanc de Noir,9.99,375mL,375,2,6.84,17033,SEA BREEZE CELLARS LLC     
11150,Fish Eye Rsl,7.99,750mL,750,2,5.47,9815,WINE GROUP INC             
11181,Fantinel Brut Rose,18.99,750mL,750,2,12.58,10754,PERFECTA WINES             
11263,Sequoia Grove Chard,19.99,750mL,750,2,13.69,4692,KOBRAND CORPORATION        
11306,Clos LaChance Cab Svgn,15.99,750mL,750,2,10.52,653,STATE WINE & SPIRITS   
11319,Rosenblum Vntnrs Cv Cab Svgn,12.99,750mL,750,2,7.18,1590,DIAGEO CHATEAU ESTATE WINES
11553,M by Michael Mondavi Cab Svg,186.99,750mL,750,2,122.22,9165,ULTRA BEVERAGE COMPANY LLP 
11699,Lamberti Rose Sparkling,11.99,750mL,750,2,7.84,9744,FREDERICK WILDMAN & SONS   
11749,Almaden Pnt Grigio B/B,17.99,5000mL,5000,2,10.8,9815,WINE GROUP INC             
11770,La Basttistina Gavi,18.99,750mL,750,2,9.33,7153,PINE STATE TRADING CO      
11868,Columbia Crest Two Vines Rsl,6.99,750mL,750,2,4.63,8673,STE MICHELLE WINE ESTATES  
11880,R Stemmler Carneros Chard,36.99,750mL,750,2,25.16,17037,Dunn Wine Brokers          
11881,R Stemmler Carneros Pnt Nr E,36.99,750mL,750,2,25.51,17037,Dunn Wine Brokers          
12073,Montevina Cab Svgn,10.99,750mL,750,2,7.53,8892,TRINCHERO FAMILY ESTATES   
12076,Chapoutier Hrmtage La Sizera,94.99,750mL,750,2,53.33,4425,MARTIGNETTI COMPANIES
12110,La Crema Chardonnay Monterey,17.99,750mL,750,2,10.45,10000,MAJESTIC FINE WINES        
